Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lang_fasttext,lang_confidence
34986,27LtwN20Rvhi6LVmUaaucZ,Ezginin Günlügü,İlk Aşk,Zerdaliler,45,260480,False,0.407,0.292,2,-10.662,0,0.0497,0.94,0.00121,0.11,0.293,86.411,1,folk,tr,0.2741007506847381
34995,5eI11836uL4Ek3jGS1p50y,Ferhat Tunç,Her Mevsim Bahardır,Sen Ateş Ol Ben Yanayım,42,297746,False,0.735,0.463,5,-9.386,1,0.0332,0.736,0.000148,0.136,0.502,110.085,4,folk,tr,0.9849941730499268
35180,6WEag0EvrG3T2LGOqcQyMA,Desejo de Menina,"Moldura, Vol. 3",Moldura,45,217720,False,0.436,0.826,2,-5.61,0,0.0489,0.673,3.14e-05,0.101,0.854,83.764,4,forro,tr,0.6309099793434143
36564,0BD9boQC7jUTWkAoib4Z0d,Soolking;Dadju,Vintage,Meleğim,65,220280,False,0.682,0.697,3,-4.276,0,0.0757,0.188,0.0,0.334,0.57,95.012,4,french,tr,0.999819815158844
37596,61a7QY8DC9rwybJU33zaYj,MC Cabelinho;Dj Juninho da Espanha;Ariel Donato,Ainda,Agradecer,46,173120,False,0.864,0.556,3,-4.394,0,0.0634,0.866,1.2e-05,0.107,0.137,105.051,4,funk,tr,0.3014610111713409
39171,5zQ3PIpMrPKumeI6E0qoKL,MERO;Murda,Best Viral Tunes,Konum Gizli,0,198581,False,0.862,0.506,10,-8.651,0,0.267,0.0542,2.96e-05,0.117,0.512,136.052,4,german,tr,0.2515295743942261
39172,24SuNR4a3rtiDNP0wqVA1Z,MERO;Murda,Viral Şarkılar,Konum Gizli,0,198581,False,0.862,0.506,10,-8.651,0,0.267,0.0542,2.96e-05,0.117,0.512,136.052,4,german,tr,0.2515295743942261
39813,3dfIiLxaO9yHHvq8hrQdQv,LUVRE47,FÜR ALLE,VLC,37,164320,True,0.881,0.485,1,-9.585,0,0.149,0.0113,0.00223,0.107,0.186,125.03,4,german,tr,0.5570286512374878
41238,4CppIVG7jmPckDlMAbHI7C,She Past Away,Narin Yalnızlık,Gerçekten Özleyince,27,288050,False,0.641,0.885,1,-5.127,0,0.0383,0.0582,0.751,0.271,0.969,150.043,4,goth,tr,0.9991846084594728
41277,72VjKDyslZURo7i29aAshr,She Past Away,Disko Anksiyete,Yukseliyor Deniz,27,275820,False,0.636,0.769,6,-7.999,0,0.0306,0.0294,0.919,0.0877,0.57,134.018,4,goth,tr,0.9824403524398804
41582,4p3wDuF9AJjckCENj17zod,Håkan Hellström,Samlade singlar! 2000-2010,Ramlar,23,195720,False,0.139,0.967,0,-4.801,1,0.0782,0.00165,0.0,0.346,0.327,168.427,4,goth,tr,0.6085058450698853
41977,58Vjrz6dVx8ZfLKH7NAIK1,She Past Away,Kasvetli Kutlama,Bozbulanık,20,293333,False,0.427,0.882,11,-8.906,0,0.0412,0.000392,0.736,0.0973,0.14,180.078,4,goth,tr,0.6292690634727478
41987,29V3bcqiiUhqCjX1zdipAI,She Past Away,Narin Yalnızlık,Kuruyordu Nehir,20,204587,False,0.742,0.748,0,-6.434,1,0.0339,0.104,0.632,0.0956,0.919,119.988,4,goth,tr,0.978358268737793
43511,0w4qpFbzCjnOiJApkkt3Uw,DJ Tarkan;Yalena,Get Better (Gon Haziri Remix),Get Better - Gon Haziri Remix,47,410015,False,0.794,0.836,2,-4.125,0,0.0397,0.001,0.358,0.567,0.545,120.006,4,groove,tr,0.4372924864292145
43706,6MNgLwZRqrySZETau0pm05,DJ Tarkan,Oldu Olanlar,Oldu Olanlar,25,232909,False,0.806,0.444,9,-11.264,0,0.0491,0.0883,0.871,0.102,0.391,110.017,4,groove,tr,0.8642181754112244
43855,6d2ztWPZcsIX3UrxuCVROf,Hakan Akkus;Ilkan Gunuc,I Can't Be (Ilkan Gunuc Remix),I Can't Be - Ilkan Gunuc Remix,37,254237,False,0.722,0.536,10,-7.868,0,0.0287,0.0678,0.129,0.0935,0.337,117.997,4,groove,tr,0.2196474969387054
45921,5iEv15cIwHtxh96FpDKatM,Little Symphony,Rialto Beach,Elirid,20,144000,False,0.265,0.00222,7,-28.335,1,0.0628,0.974,0.968,0.107,0.04,82.746,4,guitar,tr,0.3360626995563507
46682,6Hf2tnXowdcOLh5Drk6kYb,Korsakoff,Korsakoff Pres. Pink Noise,Daydream,18,317170,False,0.46,0.983,5,-6.44,1,0.0672,0.00624,0.159,0.14,0.415,169.033,4,happy,tr,0.1987923681735992
48243,3SyCVJ4izJSa6kGefqB3xK,Seringai,Taring,Tragedi,37,235733,False,0.58,0.895,4,-4.805,0,0.0454,0.000188,0.00915,0.1,0.503,82.509,4,hardcore,tr,0.1369151920080185
48779,7JZhk6TjIo3K9SUlhxUjGR,Total Jerks,Fear,Depresi,30,65664,False,0.346,0.998,11,-2.866,0,0.224,0.000194,0.884,0.189,0.309,171.865,4,hardcore,tr,0.6449506282806396
51816,5m62bM6EN1ysBb3nnedLBR,Satinder Sartaaj,Titli,Titli,57,277500,False,0.723,0.831,6,-6.685,1,0.111,0.543,0.0,0.0755,0.839,143.885,4,hip-hop,tr,0.2911806404590606
55702,1ER18JtNiSnKkZX26zdkG9,6091,Kummati,Kummati,45,213333,False,0.578,0.459,11,-11.68,1,0.0863,0.674,0.349,0.377,0.182,152.94,4,indian,tr,0.3603564500808716
56653,42qNWdLKCI41S4uzfamhFM,bôa,Twilight,Duvet,77,203600,False,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,4,indie-pop,tr,0.3729539811611175
58257,3sxNhARfL8uj7NlMqwF61p,Marilyn Manson,Heaven Upside Down,SAY10,52,258519,False,0.601,0.741,2,-6.424,1,0.0698,0.000989,0.00237,0.053,0.129,126.963,4,industrial,tr,0.5711978673934937
59052,1qWCr2CQkdnutRbk1m46Xd,Porya Hatami;Roberto Attanasio;Aaron Martin,Sallaw,Rêbendan,10,546000,False,0.0886,0.185,9,-22.113,0,0.0394,0.932,0.968,0.0891,0.0381,85.833,3,iranian,tr,0.1375939548015594
59586,1cOQgoRQ2ESo6gtZ31VgTU,Sabke Morde,PeeranSal,Hame Yeksoo,0,969250,False,0.337,0.658,7,-5.929,0,0.0447,0.202,4.08e-05,0.556,0.0847,112.504,3,iranian,tr,0.1463608145713806
59888,3KmEutU45TA4JMK3hDXSsV,Martin Shamoonpour,8 Bit,Zirkeshe Salmak (Dastgahe Shur),0,95760,False,0.555,0.0863,0,-4.599,0,0.0604,0.657,0.982,0.13,0.651,128.021,3,iranian,tr,0.3686795234680176
60458,0EIgCM5mScspP2MnSq2WCT,WEDNESDAY CAMPANELLA,Neon,Orihime,35,164576,False,0.789,0.912,6,-4.458,0,0.0665,0.0907,3.64e-05,0.329,0.672,123.028,4,j-dance,tr,0.5758376121520996
62345,27LtwN20Rvhi6LVmUaaucZ,Ezginin Günlügü,İlk Aşk,Zerdaliler,45,260480,False,0.407,0.292,2,-10.662,0,0.0497,0.94,0.00121,0.11,0.293,86.411,1,j-pop,tr,0.2741007506847381
62346,006tmNZLXEXPqdb23wwSN1,İlhan İrem,Bezginin Gizli Mektupları,Yemyeşil Bir Deniz,44,358173,False,0.486,0.568,9,-9.199,0,0.0417,0.652,0.0,0.834,0.65,127.184,4,j-pop,tr,0.9097525477409364
62349,2LxGrlboLTVvmegFyRtdP5,Sertab Erener;Can Bonomo,İyiliğe Ninniler,Fış Fış Kayıkçı,45,424029,False,0.657,0.134,0,-13.431,1,0.0357,0.986,0.0,0.114,0.119,117.838,4,j-pop,tr,0.9130123257637024
62395,4PdRmauZ4AF8HJiwpMVaXT,Ayten Alpman,Ben Böyleyim (45'lik),Ben Böyleyim,42,206725,False,0.399,0.496,5,-7.763,0,0.0509,0.905,0.00786,0.26,0.62,113.625,3,j-pop,tr,0.9965423345565796
62448,3IeXqCUNquwfnUQrEXSDnu,Leman Sam,İlla,Ayrılığa Dayanamam,43,195626,False,0.645,0.37,7,-8.955,1,0.0367,0.82,0.0,0.177,0.53,126.029,4,j-pop,tr,0.9248127937316896
62487,6evqur3UoNFDzJp3eY86dq,Sertab Erener,Tesadüf Aşk,Tesadüf Aşk,41,233042,False,0.437,0.479,6,-5.698,0,0.0326,0.841,0.0,0.185,0.308,141.49,4,j-pop,tr,0.9603169560432434
62490,5E0Rk6dIfej6CzPN8yuH7f,Levent Yüksel,Med Cezir,Kadınım,40,271699,False,0.625,0.32,0,-15.046,0,0.0308,0.433,1.81e-05,0.117,0.305,101.865,4,j-pop,tr,0.8884493708610535
62496,1smXC6H0O8po3P4bS7MrgC,İlhan İrem,Dünden Yarına,Konuşamıyorum (Sazlıklardan Havalanan),41,226493,False,0.607,0.536,4,-13.088,0,0.0323,0.162,0.0692,0.0935,0.562,108.427,4,j-pop,tr,0.9978399276733398
62541,0EaHW2BpzOP4P06FqUwkqL,İlhan İrem,Dünden Yarına,Yazık Oldu Yarınlara,40,248200,False,0.617,0.555,4,-12.872,0,0.0328,0.332,0.255,0.258,0.691,107.352,4,j-pop,tr,0.984920620918274
62542,12SNxpytVKahQ25nOTpbFX,Jehan Barbur,Kusura Bakmasınlar,Kusura Bakmasınlar,41,247160,False,0.65,0.577,4,-8.728,0,0.0426,0.543,1.23e-06,0.18,0.373,81.986,4,j-pop,tr,0.9592028260231018
62547,2FU1YUBRONE4XXTiffe2Bv,Sertab Erener;Öykü Karayel,İyiliğe Ninniler,Benim Annem Güzel Annem,41,145008,False,0.671,0.185,0,-10.555,1,0.0302,0.986,0.0,0.106,0.353,77.943,3,j-pop,tr,0.925816535949707
62576,4GVzBVrDce2kS5TDQBMUJ5,MFÖ,Ele Güne Karşı Yapayalnız,Bu Sabah Yağmur Var İstanbul'da,40,220641,False,0.504,0.245,2,-11.935,1,0.0331,0.706,0.0,0.137,0.266,120.0,4,j-pop,tr,0.9949106574058532
62585,5cZkudJYkjAKcU4Cs0BM6H,Tanju Okan,Bir Zamanlar (Best Of),Dostlarım,40,247560,False,0.328,0.613,2,-6.47,0,0.0335,0.545,0.0,0.377,0.473,99.824,4,j-pop,tr,0.9813119173049928
62599,2w7LbnZdWCG9Ux7gzVbQFC,Levent Yüksel,Aşk Mümkün müdür Hala?,Aşk Mümkün Müdür Hala?,39,243253,False,0.629,0.732,9,-4.179,1,0.0497,0.605,5.72e-05,0.193,0.449,100.025,4,j-pop,tr,0.9878137707710266
62642,4eNOPb3UvhoC6K7NRkXCXX,Sena Şener,Kendim Ettim Kendim Buldum (Live),Kendim Ettim Kendim Buldum - Live,39,201589,False,0.376,0.138,4,-10.914,0,0.0292,0.859,3.23e-06,0.148,0.0385,99.259,4,j-pop,tr,0.8213627934455872
62645,7sXZJsHoJ1f4kaUrDlJhci,Leman Sam,İlla,İlla,39,304266,False,0.522,0.628,8,-4.769,1,0.0309,0.646,0.0,0.323,0.39,121.769,4,j-pop,tr,0.9057159423828124
62648,09SsT6U26aWDG3VeiZUA4e,Nazan Öncel,Sokak Kızı,Erkekler De Yanar,40,230320,False,0.683,0.77,6,-6.49,1,0.0246,0.00263,7.03e-06,0.354,0.784,102.732,4,j-pop,tr,0.8881282210350037
62695,7xMxs0Olfv0KKeaXmBZHYH,Doğan Canku,Best Of +3,Gecelerim,38,162801,False,0.475,0.289,0,-9.519,0,0.0393,0.926,1.09e-06,0.121,0.669,91.664,4,j-pop,tr,0.9095607399940492
62703,5ZaKWYtQTpOyRogPpE5Tyj,Ikimonogakari,BAKU,BAKU,49,227213,False,0.64,0.939,1,-3.368,0,0.0421,0.068,0.0,0.0762,0.756,113.985,4,j-pop,tr,0.4279841780662536
62734,560hhPa9vwZonMVt56uSMd,Jehan Barbur,Sarı,Güzel Adam,39,252813,False,0.605,0.216,8,-11.59,0,0.0391,0.907,1.27e-05,0.0956,0.23,119.623,4,j-pop,tr,0.7871488928794861
62744,4QkKRtOPA0mU55JoyVqtQV,Sertab Erener,İyiliğe Ninniler,Çamlıbelden Çıktım Yayan,38,172013,False,0.481,0.248,9,-11.826,0,0.0311,0.977,4.77e-06,0.102,0.433,75.136,4,j-pop,tr,0.958647608757019
62746,6GeU7bmiWCjDdbedTVIIlo,Gündoğarken,İstanbul Atina İstanbul,Gördüğüme Sevindim,38,209789,False,0.489,0.414,9,-10.871,0,0.0297,0.799,3.11e-06,0.228,0.35,151.159,4,j-pop,tr,0.9491493105888368
62747,258RIVFMuibgf38bu48HAW,Sertab Erener,İyiliğe Ninniler,Uyusun Da Büyüsün,38,107325,False,0.483,0.18,3,-9.416,0,0.0292,0.907,0.0,0.102,0.15,84.99,4,j-pop,tr,0.9552468061447144
62778,2rMpjMvi9zOuyEIqw1BF0N,Özdemir Erdoğan,Unutulmayan Şarkılar,İkinci Bahar,38,195026,False,0.406,0.232,7,-19.399,0,0.051,0.853,0.000877,0.194,0.454,138.129,3,j-pop,tr,0.9440328478813172
62792,57NChv3uzjm8y4Y3x3Y8g0,Sertab Erener,Ben Yaşarım,Aç Sesini,38,240933,False,0.562,0.751,5,-6.478,1,0.0315,0.136,1.45e-06,0.0895,0.341,67.006,4,j-pop,tr,0.8894259929656982
62795,7v6y0LgWhmP1IoMB575HWW,Sertab Erener;Can Bonomo,İyiliğe Ninniler,Fış Fış Kayıkçı,38,424029,False,0.657,0.134,0,-13.431,1,0.0357,0.986,0.0,0.114,0.119,117.838,4,j-pop,tr,0.9130123257637024
62797,3RrBcQlMGFdFtz1JMIHaK1,İlhan İrem,Bezginin Gizli Mektupları,Olanlar Olmuş,38,487866,False,0.275,0.491,4,-6.95,0,0.0375,0.891,0.0149,0.295,0.32,158.676,4,j-pop,tr,0.9438897967338562
62799,6BUfqtQcP26I7MNC5fAg7w,Sertab Erener,İyiliğe Ninniler,Uyu Yavrum Yine Sabah Oluyor,38,131889,False,0.536,0.237,0,-10.133,1,0.0305,0.976,0.000142,0.0981,0.107,78.048,3,j-pop,tr,0.7960203289985657
62833,0foCYfdIVahzQlj6H9ym6x,Sertab Erener,Aşk Ölmez,Sessiz Gemi,38,273000,False,0.371,0.462,7,-11.096,0,0.0583,0.377,0.0,0.26,0.462,135.872,3,j-pop,tr,0.7747199535369873
62843,6s2u8neVUCKOxvKDW6ZT9o,Sertab Erener,Ben Yaşarım,Belki De Aşk Lazım Değildir,38,222733,False,0.461,0.39,7,-10.973,0,0.0385,0.577,7.04e-06,0.12,0.498,172.044,4,j-pop,tr,0.9884967803955078
62847,1NyBy7w03Bpum3LfvQBT9Q,Levent Yüksel,Uslanmadım,Bu Aşkın Katili Sensin,37,245585,False,0.656,0.797,5,-5.863,1,0.0373,0.0207,2.79e-06,0.0605,0.397,96.041,4,j-pop,tr,0.8516890406608582
62874,1P3P9GZwKJvB6pm7HOkJss,Nükhet Duru,Onno Tunç Şarkıları,Seninle,36,335533,False,0.581,0.564,7,-8.388,0,0.0335,0.19,3.83e-06,0.331,0.634,141.609,4,j-pop,tr,0.7677397727966309
