id,artists,track name,emotionality,emotion_type,emotion_score,culture
75MDHWR9XFLAgDr2nHsH7e,Batuflex,Başka Yolu Yok,,SADNESS,0.8280375003814697,Turkish
2efzFaOnSIlXcQkTAw2Dr6,Ayben,Başkan,,SADNESS,0.9907958507537842,Turkish
0UgAZtkSkSf56vCjsCcnEA,Cem Karaca,Bedava Yaşıyoruz,,JOY,0.9536275863647461,Turkish
0ucpgI7zJOClJBA5T7tR47,Zeki Müren,Beklenen Şarkı,,ANGER,0.9886476397514343,Turkish
7glq8W06XgN56OSvDRitjw,No.1,Beklerken Durakta,,SADNESS,0.5749838352203369,Turkish
36dfpaght4ZcDyNe6wWEfk,Sayedar,Bela Gelir Bulur Bizi,,ANGER,0.996032178401947,Turkish
6hVLkc1612BQeD6EQFKECm,Şanışer,Belki - Live,,JOY,0.8841092586517334,Turkish
44EWXmAtCZvLGADIrOYxnF,Şanışer,Belki Bir Gün Barışırız,,JOY,0.8662267327308655,Turkish
6s2u8neVUCKOxvKDW6ZT9o,Sertab Erener,Belki de Aşk Lazım Değildir,,JOY,0.6150432229042053,Turkish
4PdRmauZ4AF8HJiwpMVaXT,Ayten Alpman,Ben Böyleyim,,ANGER,0.9974331259727478,Turkish
1GthdGLkffYiwjYNk0Gy66,Hayko Cepkin,Ben Gideyim,,JOY,0.9574757814407349,Turkish
4ObQ5sbaP5PDCSfv1y6RdT,Kamuran Akkor,Ben Sarhoş Oldum,,LOVE,0.9933691620826721,Turkish
2jOtxETwMjr44r7BIQczDM,Zeki Müren,Ben Zeki Müren,,JOY,0.5904088616371155,Turkish
4BaHxoK6n9LkHOa2mBvpWn,Nazan Öncel,Beni Bu Koca Şehirde Yalnız Bırakma,,SADNESS,0.8688943982124329,Turkish
0CW8BDlowvfZGkf5JINSjH,Nazan Öncel,Beni Hatırla,,ANGER,0.7292216420173645,Turkish
6TiiDZgtQ3xJLWzrGBWDmc,Kamuran Akkor,Beni Kaybettin Artık,,SADNESS,0.9564126133918762,Turkish
3SyV5VGDSI4ZcomImKSRxV,Şanışer,Beni Kır,,JOY,0.9927114248275757,Turkish
059tlr6szKvE8LcuJfNwwf,Emir Can İğrek,Beni Uğurla,,SADNESS,0.9867346286773682,Turkish
2FU1YUBRONE4XXTiffe2Bv,Sertab Erener,Benim Annem Güzel Annem,,LOVE,0.8601497411727905,Turkish
0l3p85cVj6FVQ2Nh7l94sr,Evrencan Gündüz,Benimle Evlensen,,LOVE,0.6942258477210999,Turkish
6jxYjS0eBmhyYbs2wuk3iv,Aspova,Benmişim,,SADNESS,0.5260588526725769,Turkish
74sGontnRy751y9wYos5Fi,Nev,Benmişim,,FEAR,0.6093705892562866,Turkish
3LhrqTEJyY0TYlaUhSj5e9,Müzeyyen Senar,Benzemez Kimse Sana,,SADNESS,0.9967716336250305,Turkish
5i9YJPhJo1RrWHKjkbkgmk,Büyük Ev Ablukada,BENİM KAFAM SİKTİRMİŞ GİTMİŞ,,ANGER,0.9893869161605835,Turkish
1k5OoVoOdYwDrZAeqGADyv,Anıl Piyancı,Beraber Büyüdük,,JOY,0.9974258542060852,Turkish
0yy6nOujCX3KC9ABSCBrB6,Erkut Taçkın,Beyaz Ev,,JOY,0.6834724545478821,Turkish
2X9yEYprYoujndrM0coiHx,Cemiyette Pişiyorum,Beynim Yok,,SADNESS,0.9976856708526611,Turkish
0S4HB769BP3gdVWfe7SLtS,Nazan Öncel,Beyoğlu,,JOY,0.6277745962142944,Turkish
3I2RcaYY3bjZR1ia13kHGi,Motive,Bi Sıkıntı Yok,,JOY,0.6870592832565308,Turkish
6Be9oHXdxGHBctbB5AscXo,Manuş Baba,Bir Acı Türkü,,ANGER,0.9848200082778931,Turkish
16jCKRNfPtviqAaPn6SffK,Badem,Bir Ben Gibi Sev,,SADNESS,0.93576580286026,Turkish
4lWVd7wbwi9qqMKmW5gLWg,Sagopa Kajmer,Bir Dizi İz (2021 Tek Edit),,FEAR,0.9947262406349182,Turkish
1QacMrZTHc8EUIbIAp6qKO,Kramp (TUR),Bir Dünya Arıyorum,,JOY,0.9987228512763977,Turkish
4wSehsk6FBUrrLSn6acBtA,Zeki Müren,Bir Gülü Sevdim,,FEAR,0.9621384739875793,Turkish
4pbMu6fRhg9mEZcHaO4NNo,Kaan Tangöze,Bir Kız Bana Emmi Dedi,,ANGER,0.8581926226615906,Turkish
2hMYAo7z6vIRiIvoalRO72,Batu Akdeniz,Bir Sebebi Var,,FEAR,0.907774806022644,Turkish
1ZLExfqDJGcoZfc6l1vDws,Flört,Bir Tek Sen Gelmedin,,JOY,0.9552338719367981,Turkish
7KDyAlFudPiDprkCFEyra9,Rota,Bir Yalan Söyle Bana,,ANGER,0.9980442523956299,Turkish
42dmx5VU5Se0SkoDq5vMB0,Sagopa Kajmer,Bir Çok Kez Öldüm,,SADNESS,0.9985363483428955,Turkish
4w5ioVLA2jho995QY2RHWS,Kenan Doğulu,Bir İleri İki Geri,,LOVE,0.9373835325241089,Turkish
2vNEj66XGZYt3gNX0n5mJ1,Gökhan Türkmen,Biraz Ayrılık,,SADNESS,0.7194629907608032,Turkish
3QPitqDX1ML5Y62m8nEWmW,Zeki Müren,Biz Ayrılamayız,,JOY,0.33174386620521545,Turkish
0NoGNBOL1IxYIWWcZBad6q,​maNga,Bize Müsaade Ettim,,ANGER,0.5427412986755371,Turkish
5jjPESQ43CVEXqXIMDCW23,Adamlar,Bizim Zamanımız,,ANGER,0.8671023845672607,Turkish
6msJFkNfTMHunvKi4PZWlY,Kenan Doğulu,Boğazımdan Geçmiyor,,SADNESS,0.6090133190155029,Turkish
0d9N1NmMN4RnWqsF1gyBfk,Duman,Bu Aşk Beni Yorar,,SADNESS,0.9254944920539856,Turkish
1NyBy7w03Bpum3LfvQBT9Q,Levent Yüksel,Bu Aşkın Katili Sensin,,SADNESS,0.9362947940826416,Turkish
3XI5LS5zvxcaqXIKXbr1ar,Sagopa Kajmer,Bu Böyledir (2021 Tek Edit),,JOY,0.9167647361755371,Turkish
1s1MYfBzfabSOtpOy07bHA,Onur Can Özcan,Bu Değildi,,JOY,0.5368099212646484,Turkish
7HJIitGbekZK8hD7YvO8DG,Grogi,Bu Gece Bizim,,SADNESS,0.9958653450012207,Turkish
4SB7wPWYA0PPiq9BamZjk6,Nazan Öncel,Bu Havada Gidilmez,,SADNESS,0.6324247121810913,Turkish
6jsEY3kiEOhwzS69or3Rtm,Flört,Bu Havalarda Dönme Bana,,SADNESS,0.40010663866996765,Turkish
2rbD17OQwYnyCKZshUR5Ny,Hayki,Bu Kendime Son Gelişim,,JOY,0.9115669131278992,Turkish
1KNQbnpnsyp7lhP5BbPtD0,Onur Can Özcan,Bu Mevsimde,,ANGER,0.9919712543487549,Turkish
5WesaRQpgOQgNeRvilEnc8,Şanışer,Bu Sabah,,LOVE,0.9887186288833618,Turkish
6uS2G7PdDL0qmYs6glOgrO,Vega (TUR),Bu Sabahların Bir Anlamı Olmalı,,ANGER,0.6674358248710632,Turkish
6sUVOYnfCU5yLS4R7Liwk8,Cem Karaca,Bu Son Olsun,,SADNESS,0.5886145830154419,Turkish
7L05IkgbhyfHKWZLQ8Wqwf,Redd,Bugün Herkes Ölsün İstedim,,SADNESS,0.6176260709762573,Turkish
3MU0aKnTQCDwSFYYLHJoKV,Ceylan Ertem,Bugünüm Sensiz Geçti,,SADNESS,0.9592783451080322,Turkish
7CvRTmR8q6rCm0QMwNm1ft,Yavuz Çetin,Bul Beni,,FEAR,0.7123454213142395,Turkish
5shqzROw4w8dUVCgK1K4WV,Sagopa Kajmer,Bulun,,SADNESS,0.4637460708618164,Turkish
5QMcvZks4GHWCGu047Ze6p,Sokrat St,Bunu Sen Seçtin,,SADNESS,0.9736846685409546,Turkish
55K1ON51dMNDODZG8y0ClU,Hidra,Burası Dünya Değil,,SADNESS,0.9963476061820984,Turkish
2pL9RRcyNIZU2wBWoPRmp2,Hidra,Burası Dünya,,SADNESS,0.9789085388183594,Turkish
6kmdtn0A5bcMOrL9QVKnUe,Zülfü Livaneli,Böyledir Bizim Sevdamız,,ANGER,0.9952664375305176,Turkish
4EzchO3kZDtrsoDSv262YL,Pinhani,Bülbülüm Altın Kafeste,,LOVE,0.976747453212738,Turkish
1G6oaokLtM7Tn5ddWYFqbl,Grup Yorum,Büyü,,ANGER,0.6259477138519287,Turkish
0UAUIhvxs5Zl2QKPDSpMq3,Şanışer,Bıktım Dünyadan,,ANGER,0.6909644603729248,Turkish
1dUTePKI0w1oIq1UuENgCm,Emir Can İğrek,Bıraktım Şaşırmayı,,SURPRISE,0.9709442853927612,Turkish
2ib4hjaOI9NB8S19GNXdVQ,Barış Manço,Cacık,,ANGER,0.6819534301757812,Turkish
4zuTDWD2POZwKDvhJQoajs,Cem Karaca,Canım Benim,,JOY,0.6517282128334045,Turkish
5RPUW5EpOaig0CiuobYI1f,Umut Kaya,Canım Çok Yanıyor,,SADNESS,0.9457374811172485,Turkish
4BBm6HC1WlhYhQk36DBhkM,Grogi,Cayır Cayır,,SADNESS,0.574158251285553,Turkish
6OWBeYXQndfQOb0qdPHtpi,Flört,Cemiyette Pişiyoruz,,JOY,0.6803873181343079,Turkish
2W6XpjOKbmZ1NNVNtwBr5b,Emrah Karaduman,Cevapsız Çınlama,,SADNESS,0.9922292828559875,Turkish
0TnxZVgJKNtMfLddp6vvv4,Şanışer,Cinayet,,ANGER,0.645636260509491,Turkish
3DKeM8CWG2bbxB6A8Ok2ea,Çağrı Sinci,Daha Neler,,FEAR,0.9945300221443176,Turkish
3tsIjGkS2B9B1XdYPenFQa,Sagopa Kajmer,Dalgın,,SADNESS,0.8996328115463257,Turkish
73fRMyckZKtemX14eku8uu,Sertab Erener,Dandini Dandini Dastana,,ANGER,0.38286569714546204,Turkish
1067ZkQkZgEHszEfnFWEgM,Şebnem Ferah,Delgeç,,ANGER,0.5159416794776917,Turkish
5zlaSGtG7e8tVEMsXGy3Ae,Ahiyan,Deli Diyorlar,,ANGER,0.9969483017921448,Turkish
3rTnSsUS6gD2BDnMlPB2u8,Buray,Deli Kız,,SADNESS,0.6507685780525208,Turkish
3yzL33fpKA0JXjhJGASaVo,Yeni Türkü,Deliler,,FEAR,0.8768188953399658,Turkish
3lIZy99mnEArB9FWVoxH3C,Gece,Derbeder,,SADNESS,0.9950942993164062,Turkish
7dve1ZJyj5IovzaWpLvjK0,Yeni Türkü,Destina,,SADNESS,0.5946882367134094,Turkish
0wTsN8Wsg53uomsbKlC489,Bülent Ortaçgil,Değirmenler,,SADNESS,0.9968528151512146,Turkish
0ilYcbLCGUWc53kMzQqSW4,Zakkum,Dile Kolay Kalbe Değil,,JOY,0.914189875125885,Turkish
31nidnq7mTQ2g3XhnVFHNS,Yaşar Kurt,Dokuz Altı Yolları,,LOVE,0.3642919957637787,Turkish
1dh0sHh0f6GqaMxO1y3dcm,Yedinci Ev,Dolunay,,SADNESS,0.9094182848930359,Turkish
3bH14FqMe4LSmUVsaWgx9o,Ati242,Dondu Puşt,,ANGER,0.9727134704589844,Turkish
5cZkudJYkjAKcU4Cs0BM6H,Tanju Okan,Dostlarım,,SADNESS,0.9104437828063965,Turkish
4CYWDYubFT02pnEvSylECN,Pentagram (TUR),Doğmadan Önce,,ANGER,0.8788166642189026,Turkish
4sePh4e6tkjXyiByl4C60q,Can Gox,Drama Köprüsü,,ANGER,0.9933671355247498,Turkish
08isVfPzPF8eYPj5iiS7wQ,Pinhani,Dur Söyleme,,SADNESS,0.7562087178230286,Turkish
2LbWFZ11LU71fTOXnaYohJ,Sagopa Kajmer,Durdur Beni,,SADNESS,0.9966416358947754,Turkish
04Vtwjvv0xozQ9YsEXsvOZ,Fettah Can,Duvar,,SADNESS,0.8142775297164917,Turkish
6YmIYB5h8biNAfzXuBcqLH,Cem Adrian,Duymak İstiyorum,,SADNESS,0.7546122074127197,Turkish
1pIpnZhcoht3IMc4zKPiTr,Ceg,Dün Gece,,SADNESS,0.777912437915802,Turkish
3alzMs9dw6XR4gIjbM9GmC,Şanışer,Dünyadan Alacaklarım Var,,ANGER,0.9881247282028198,Turkish
1lBqaMn59aIxdg3h0fXtm1,Ati242,Düşledim,,JOY,0.5013260841369629,Turkish
05kp3xSFqvGpxEhtgDjras,Artz,Düşünmemek (Remix),,ANGER,0.548251211643219,Turkish
3Du83Lme0QXH5IqKhxjIWe,Pera,Düşüyorum Sana,,LOVE,0.9847187399864197,Turkish
0N7MNRg9RpwmB51U5cTjCv,Birkan Nasuhoğlu,DİKEN,,JOY,0.8152405023574829,Turkish
3GXcF8i4agXLn1GrXIpZlw,Hayko Cepkin,Eller Aldı,,SADNESS,0.4904378652572632,Turkish
5bpxN2pClWhTo48Cqtj8kc,Yedinci Ev,Eninde Sonunda,,JOY,0.9972652196884155,Turkish
09SsT6U26aWDG3VeiZUA4e,Nazan Öncel,Erkekler de yanar,,ANGER,0.9877229928970337,Turkish
5ItGjXlC75eSKjlk6lIccr,Barış Manço,Eski Bir Fincan,,SADNESS,0.9392821788787842,Turkish
1acHg5hL2dLV7Zo2tBWSj5,Lil Zey,Eskisi Gibi,,SADNESS,0.9987748265266418,Turkish
4knb2WnF04NkKTiOGl15hz,Yaşlı Amca,Evleniyor,,LOVE,0.4720971882343292,Turkish
5FTmcMXpsCrkynecM4iyzT,Yedinci Ev,Eylül,,JOY,0.45520180463790894,Turkish
0EhMQgTXdA6qa4rkXTofHk,Allame,Fare Kapanı,,ANGER,0.7338563203811646,Turkish
2TpAQv8el546kNSoS0Iknt,Selda Bağcan,Felek Çakmağını Üstüme Çaktı,,SADNESS,0.7587896585464478,Turkish
57STxTnU6IFigeip8MxBJC,Saian,Feleğin Çemberine 40 Kurşun,,ANGER,0.9689177870750427,Turkish
10aQdFAd97zPjzxqaKKo8s,Volkan Konak,Feriğim,,SADNESS,0.988400936126709,Turkish
2JmSLEqFPhIeeIOuxOYucI,Bossy,Fiyakalı Yok Oluşlar,,ANGER,0.9602982997894287,Turkish
7jyeCEP9Vgq1CiQtANzxOG,Anıl Piyancı,Fiyasko,,JOY,0.8514448404312134,Turkish
1E6l6wLjVXURKH2If5BG2M,Contra,Flowlarım Çok Zengin,,JOY,0.9946961402893066,Turkish
7AH7gmGD0jasr5pKzQlFMu,Emir Can İğrek,Franco,,ANGER,0.9373041987419128,Turkish
6Ytf8ASfFtVqDBH5S00Rkr,Şebnem Ferah,Fırtına,,JOY,0.9468066096305847,Turkish
2LxGrlboLTVvmegFyRtdP5,Sertab Erener,Fış Fış Kayıkçı,,JOY,0.9973301887512207,Turkish
2xVoBE8IwIF3d7lpFE75iC,Teoman,Gecenin Sonuna Yolculuk,,SADNESS,0.7520107626914978,Turkish
5ol1YlrXJABoBwbZ4tNfQt,Teoman,Gemiler,,JOY,0.8043980002403259,Turkish
2wRZom2rD6XFhTkv0uRlbl,Defa,Gerçek Rüya,,JOY,0.48521366715431213,Turkish
1SbgCVsKA78Jd9S8YrdhES,Ezhel,Gerçek Sandım,,SADNESS,0.9818422794342041,Turkish
4CppIVG7jmPckDlMAbHI7C,She Past Away,Gerçekten Özleyince,,JOY,0.9725440740585327,Turkish
4qjwruCjh7Bx9GEzVQm918,Selda Bağcan,Gesi Bağları,,SADNESS,0.726362943649292,Turkish
21monEVgRlouZOarTXChkL,Serhat Durmus,Gesi Bağları,,SADNESS,0.885876476764679,Turkish
5HS9wef9NwgDLjQPfHyIjz,Barış Manço,Geçti Dost Kervanı,,JOY,0.9361696243286133,Turkish
6QJX23Apmbi0XMzYX68zuD,Barış Manço,Gibi Gibi,,SADNESS,0.8023777008056641,Turkish
4RNuCCsvfGF03sfmboHwlT,Peyk,Gidin,,SADNESS,0.9984887838363647,Turkish
7wPOMpOTxqaf2eVefEQU5U,Yedinci Ev,Gitmeden Önce,,SADNESS,0.9905847907066345,Turkish
7LFIhRcOJ6UR5Q0gNWhgkO,Feride Hilal Akın,Gizli Aşk,,FEAR,0.9429868459701538,Turkish
76jqYRytkvCM1ByVYBs3NS,Malt,Gol,,ANGER,0.9658024907112122,Turkish
7rFkmqlY34Jt0iRfENJoWM,Sokrat St,Gregoryen,,ANGER,0.7905742526054382,Turkish
0kKv6OXyItjjmQHcNalLbx,Cemiyette Pişiyorum,Gripin,,JOY,0.8147138357162476,Turkish
6kHjMdhMOz1Y84X3DHvbni,Ne Jupiter,Gökyüzüm Siyah Olsa Da,,FEAR,0.9936422109603882,Turkish
07HhkAkLc932NMs6zB6AiA,Zeki Müren,Gökyüzünde Yalnız Gezen Yıldızlar,,SADNESS,0.9645901918411255,Turkish
6GeU7bmiWCjDdbedTVIIlo,Grup Gündoğarken,Gördüğüme Sevindim,,JOY,0.7825314998626709,Turkish
7uLKvHDrpVZ6WdLGJH2dG1,Hayko Cepkin,Görmüyorsun,,SADNESS,0.9709965586662292,Turkish
0MAVs0XWmcO0RIqjtaMyAq,Zeki Müren,Gözlerin Doğuyor Gecelerime,,SADNESS,0.6461772322654724,Turkish
3AAaNEtwPWwEhRlueS59c9,Yeni Türkü,Gözlerin,,FEAR,0.6552362442016602,Turkish
6TaQbV1VqH1QUsgq6apGB3,Gülşen,Gözü Karalım,,JOY,0.44805094599723816,Turkish
3kJT7hlwvSFqNwiANnncke,Barış Manço,Gül Bebeğim,,ANGER,0.8255519866943359,Turkish
15QLIggYFzLAcEs37c4Dfj,Şehinşah,Güller Ve Rhyme,,ANGER,0.6289627552032471,Turkish
4aFjH5DC9JXnkVr9PkrtFH,Kibariye,Gülü Soldurmam,,LOVE,0.8538486361503601,Turkish
21PiVlkfkG1UXjJAj2xksB,No.1,Gün Size Günaydı,,SADNESS,0.7972596287727356,Turkish
7qol6vGF1Tp8QZMXQfbHqL,Emir Can İğrek,Güya,,SADNESS,0.981767475605011,Turkish
4HZZRWcZCn9QGafB8XtGfn,Şanışer,Güya,,JOY,0.9357827305793762,Turkish
5ukniNohEgaerrbHbVlBLf,Vera (TUR),Güzel Bir Kadın,,SADNESS,0.9736376404762268,Turkish
7CWZVgUQXUF2rDpGjae1J6,Kaan Boşnak,Güzel Değil,,JOY,0.8974661231040955,Turkish
6twCOHBycvvQFXJl4CrbvZ,Duman,Haberin Yok Ölüyorum,,LOVE,0.987413763999939,Turkish
5BKdRtbYplpPYkLE9NlZ24,Şehinşah,Hadi Yaparsın,,SADNESS,0.5256050229072571,Turkish
6Rrd4SPndUw1G5C0UkJKnC,Barış Manço,Ham Meyvayı Kopardılar Dalından,,ANGER,0.7269547581672668,Turkish
5rJxR79Sthj9fhJZSNossM,Hayki,Hangisi Doğru,,ANGER,0.9899635910987854,Turkish
61jF8YOnSMJL1C7ll6EOdW,No.1,Harikalar Diyarında,,JOY,0.9932460188865662,Turkish
3PPpiTKqKvRyFh0xFslZPS,No.1,Hasta Olmak İçin,,JOY,0.9958032965660095,Turkish
3t3sAYQwV4ZclVBjKan5DL,Gülden Karaböcek,Hatıran Yeter,,JOY,0.7630596160888672,Turkish
0S9PrA2MvOcCmGxoArJdUK,Drunk High Jinks,Hayal Gücümde Ölücem,,JOY,0.7713231444358826,Turkish
66aGyYpJQdv6cAfjIuZJfZ,Candan Erçetin,Hayranım Sana,,ANGER,0.9841640591621399,Turkish
2P7u3rUHzWnRQOmeHoWc9m,Contra,Hayırlara Ola,,ANGER,0.4691719710826874,Turkish
